,,tensor_nodes,max_nodes,pos_max_nodes,min_nodes,pos_min_nodes
22,"tensor(545, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2831, 2832, 2833]]),
       values=tensor([-2.9460e-06, -3.0869e-06, -3.1198e-06,  ...,
                      -2.1310e-06,  3.2568e-06, -9.7971e-08]),
       size=(2835,), nnz=2024, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.7634311318397522,701,-0.040455207228660583,2289
23,"tensor(952, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2831, 2832, 2833]]),
       values=tensor([-2.7918e-06, -2.9253e-06, -2.9565e-06,  ...,
                      -2.0195e-06,  5.8798e-07, -9.2843e-08]),
       size=(2835,), nnz=2044, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.7066354751586914,701,-0.039527978748083115,2289
24,"tensor(1910, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2826, 2831, 2834]]),
       values=tensor([ 3.0621e-05,  3.2095e-05,  3.2507e-05,  ...,
                      -2.0928e-07,  2.2246e-05, -2.0380e-07]),
       size=(2835,), nnz=1224, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.37339600920677185,2289,-0.0006951747927814722,2441
25,"tensor(820, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2826, 2831, 2834]]),
       values=tensor([ 3.3672e-05,  3.5294e-05,  3.5746e-05,  ...,
                      -2.3014e-07,  2.4463e-05, -1.2865e-01]),
       size=(2835,), nnz=1294, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",1.5909342765808105,24,-0.9593499898910522,411
26,"tensor(1899, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2831, 2832, 2833]]),
       values=tensor([-1.4230e-06, -1.4911e-06, -1.5070e-06,  ...,
                      -1.0293e-06, -2.1856e-04,  1.5123e-04]),
       size=(2835,), nnz=2139, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.752212405204773,701,-0.028882820159196854,265
27,"tensor(534, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2831, 2832, 2833]]),
       values=tensor([ 1.3176e-04, -3.2825e-06, -3.3176e-06,  ...,
                      -2.2660e-06,  2.0531e-06, -1.0418e-07]),
       size=(2835,), nnz=2045, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.7258047461509705,701,-0.04987175017595291,2289
28,"tensor(772, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2821, 2826, 2831]]),
       values=tensor([ 1.6362e-05,  1.7150e-05,  1.7370e-05,  ...,
                      -4.1363e-06, -1.1183e-07,  1.1887e-05]),
       size=(2835,), nnz=1263, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.31452587246894836,265,-0.054066747426986694,983
29,"tensor(2238, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2831, 2832, 2833]]),
       values=tensor([ 3.0820e-05,  3.2304e-05,  3.2718e-05,  ...,
                       2.2391e-05,  3.6515e-07, -3.1828e-07]),
       size=(2835,), nnz=1996, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.3869224488735199,2289,-0.002297119004651904,2441
30,"tensor(2499, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2821, 2826, 2831]]),
       values=tensor([ 3.0737e-05,  3.2218e-05,  3.2631e-05,  ...,
                      -2.0614e-07, -2.1008e-07,  2.2331e-05]),
       size=(2835,), nnz=1258, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.3805218040943146,2289,-0.0010630122851580381,2441
31,"tensor(1934, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2831, 2833, 2834]]),
       values=tensor([ 5.4912e-05,  5.7557e-05,  5.8295e-05,  ...,
                       3.9894e-05,  1.6930e-04, -3.6549e-07]),
       size=(2835,), nnz=1250, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",1.5015499591827393,411,-2.534555673599243,24
32,"tensor(2449, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2822, 2826, 2831]]),
       values=tensor([ 3.7361e-05,  3.9160e-05,  3.9662e-05,  ...,
                       3.8110e-05, -2.5535e-07,  2.7143e-05]),
       size=(2835,), nnz=1160, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.7196246981620789,265,-0.7030199766159058,411
33,"tensor(685, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2821, 2826, 2831]]),
       values=tensor([ 1.6989e-05,  1.7808e-05,  1.8036e-05,  ...,
                      -2.2614e-06, -1.1612e-07,  1.2343e-05]),
       size=(2835,), nnz=1307, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",2.239912986755371,983,-0.9320492148399353,1121
34,"tensor(498, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2826, 2831, 2834]]),
       values=tensor([-3.9044e-06, -4.0912e-06, -4.1348e-06,  ...,
                       4.8201e-08, -2.8243e-06,  4.8686e-06]),
       size=(2835,), nnz=1248, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.5881410837173462,411,-0.9495894908905029,24
35,"tensor(149, device='cuda:7')","tensor(indices=tensor([[   0,    1,    2,  ..., 2822, 2826, 2831]]),
       values=tensor([ 3.4250e-05,  3.5899e-05,  3.6359e-05,  ...,
                       3.4936e-05, -2.3409e-07,  2.4883e-05]),
       size=(2835,), nnz=1154, layout=torch.sparse_coo,
       grad_fn=<ToSparseBackward0>)",0.7206708192825317,24,-0.8311377763748169,411
