,,tensor_edges,max_edges,pos_max_edges,min_edges,pos_min_edges
24,"tensor(118, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   9,   20,   26,  ..., 2772, 2805, 2813]]),
       values=tensor([ 1.1807e-06, -1.2341e-06, -6.4730e-07,  ...,
                      -9.8432e-07,  3.8870e-02, -3.2659e-07]),
       size=(24, 2835), nnz=3912, layout=torch.sparse_coo)",7.956766128540039,"tensor([[  4, 820]])",-12.976049423217773,"tensor([[  1, 820]])"
25,"tensor(1578, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   9,   20,   26,  ..., 2772, 2805, 2813]]),
       values=tensor([ 1.7141e-05, -2.6482e-07, -3.2364e-07,  ...,
                      -3.5847e-07,  9.8492e-03, -1.6273e-06]),
       size=(24, 2835), nnz=4224, layout=torch.sparse_coo)",314.0455017089844,"tensor([[  2, 407]])",-190.3857879638672,"tensor([[  1, 407]])"
26,"tensor(964, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   3,    4,    7,  ..., 2830, 2831, 2833]]),
       values=tensor([ 3.9507e-08,  1.3307e-08, -1.0032e-07,  ...,
                       7.3545e-08, -4.5863e-02,  2.2169e-05]),
       size=(24, 2835), nnz=29256, layout=torch.sparse_coo)",53.33038330078125,"tensor([[   8, 1091]])",-127.96524810791016,"tensor([[   4, 1091]])"
27,"tensor(2816, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   3,    4,    7,  ..., 2826, 2830, 2831]]),
       values=tensor([ 8.5723e-08,  1.3237e-08, -1.7203e-07,  ...,
                       7.5241e-08,  5.9015e-08,  5.8162e-07]),
       size=(24, 2835), nnz=25104, layout=torch.sparse_coo)",164.240478515625,"tensor([[ 14, 752]])",-217.60118103027344,"tensor([[  8, 752]])"
28,"tensor(2192, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   9,   23,   46,  ..., 2795, 2805, 2822]]),
       values=tensor([-2.0358e-06,  3.2504e-05,  3.6912e-06,  ...,
                      -5.0950e-06,  3.1029e-02,  1.6822e-06]),
       size=(24, 2835), nnz=4896, layout=torch.sparse_coo)",6.359138011932373,"tensor([[  4, 820]])",-10.370736122131348,"tensor([[  1, 820]])"
29,"tensor(1074, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   3,    4,    7,  ..., 2826, 2830, 2831]]),
       values=tensor([-7.5864e-08,  2.6555e-07,  1.3538e-07,  ...,
                      -1.1687e-07, -2.5596e-07, -1.3841e-06]),
       size=(24, 2835), nnz=22464, layout=torch.sparse_coo)",215.69393920898438,"tensor([[  14, 1074]])",-74.55998992919922,"tensor([[  10, 1074]])"
30,"tensor(755, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   9,   23,   46,  ..., 2795, 2805, 2822]]),
       values=tensor([-2.2807e-05,  1.8809e-05,  2.3537e-06,  ...,
                      -1.3168e-06,  3.8899e-02,  2.8014e-06]),
       size=(24, 2835), nnz=4824, layout=torch.sparse_coo)",7.962606906890869,"tensor([[  4, 820]])",-12.985574722290039,"tensor([[  1, 820]])"
31,"tensor(2395, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   9,   10,   20,  ..., 2790, 2805, 2813]]),
       values=tensor([ 2.1065e-05, -3.4159e-03,  4.7166e-04,  ...,
                       6.3262e-03,  2.0213e-02, -1.6274e-06]),
       size=(24, 2835), nnz=4680, layout=torch.sparse_coo)",6.399535179138184,"tensor([[  14, 2157]])",-5.809141159057617,"tensor([[  1, 820]])"
32,"tensor(568, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   2,   13,   63,  ..., 2619, 2789, 2805]]),
       values=tensor([-1.0663e-08,  4.3526e-03, -1.2836e-04,  ...,
                      -4.9739e-03, -4.5576e-07,  2.0229e-02]),
       size=(24, 2835), nnz=2352, layout=torch.sparse_coo)",47.37164306640625,"tensor([[   8, 2546]])",-57.20585250854492,"tensor([[   1, 2546]])"
33,"tensor(300, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   9,   23,   46,  ..., 2805, 2822, 2834]]),
       values=tensor([-1.8584e-05,  2.0648e-05,  2.3064e-06,  ...,
                       1.1353e-02, -1.3282e-06,  7.4862e-04]),
       size=(24, 2835), nnz=5640, layout=torch.sparse_coo)",5486.201171875,"tensor([[  10, 2194]])",-9191.068359375,"tensor([[   8, 2194]])"
34,"tensor(644, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   1,    9,   20,  ..., 2805, 2813, 2829]]),
       values=tensor([ 1.3130e-01,  1.6155e-05, -2.3179e-07,  ...,
                       9.1589e-03, -1.3552e-06, -1.2406e-03]),
       size=(24, 2835), nnz=4488, layout=torch.sparse_coo)",21.577587127685547,"tensor([[  2, 694]])",-11.786986351013184,"tensor([[  4, 694]])"
35,"tensor(63, device='cuda:7')","tensor(indices=tensor([[   0,    0,    0,  ...,   23,   23,   23],
                       [   1,    2,   13,  ..., 2693, 2789, 2805]]),
       values=tensor([-9.7323e-02, -1.9782e-07, -1.5518e-06,  ...,
                       1.2252e-02,  3.0403e-07,  2.1995e-02]),
       size=(24, 2835), nnz=2184, layout=torch.sparse_coo)",1710.849853515625,"tensor([[   1, 1528]])",-1662.69580078125,"tensor([[   7, 1528]])"
